"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","Input.attribute1","Answer.comment","Answer.category","Approve","Reject"
"19TRIIJG7J0Y3FZ7F8CB9L0FB55I63","1CZ6RVQ3EA5LP3QL7XX2TJQ217WH9L","Choose the sentiment of a twitter status","Decide whether a twitter status is being positive, negative or neutral about it's subject","category, categorize, sentiment, twitter","$0.01","Wed Mar 10 22:41:46 GMT 2010","3","","300","604800","Wed Mar 17 22:41:46 GMT 2010","86","","1432Y4AUFYUXFIJBNU2JFIOBK60OCQ","A71PZQ1K4FV20","Approved","Wed Mar 10 22:48:19 GMT 2010","Wed Mar 10 22:48:24 GMT 2010","Wed Mar 17 22:48:24 GMT 2010","Wed Mar 10 16:47:28 PST 2010","","","5","it's amazing how wonderful a bagel with cream cheese can be.","","neutral"
"19TRIIJG7J0Y3FZ7F8CB9L0FB55I63","1CZ6RVQ3EA5LP3QL7XX2TJQ217WH9L","Choose the sentiment of a twitter status","Decide whether a twitter status is being positive, negative or neutral about it's subject","category, categorize, sentiment, twitter","$0.01","Wed Mar 10 22:41:46 GMT 2010","3","","300","604800","Wed Mar 17 22:41:46 GMT 2010","86","","19YR7AHRNQAH2QJL1MNSYTNYD8LBRG","AUI8BVP9IRQQJ","Approved","Wed Mar 10 22:49:02 GMT 2010","Wed Mar 10 22:49:09 GMT 2010","Wed Mar 17 22:49:09 GMT 2010","Wed Mar 10 16:47:16 PST 2010","","","7","it's amazing how wonderful a bagel with cream cheese can be.","","positive"
"19TRIIJG7J0Y3FZ7F8CB9L0FB55I63","1CZ6RVQ3EA5LP3QL7XX2TJQ217WH9L","Choose the sentiment of a twitter status","Decide whether a twitter status is being positive, negative or neutral about it's subject","category, categorize, sentiment, twitter","$0.01","Wed Mar 10 22:41:46 GMT 2010","3","","300","604800","Wed Mar 17 22:41:46 GMT 2010","86","","1SFMHQZC005R4IM1216FUYYIUTCANX","AVWJPWUEE3U4Q","Approved","Wed Mar 10 23:05:16 GMT 2010","Wed Mar 10 23:05:55 GMT 2010","Wed Mar 17 23:05:55 GMT 2010","Wed Mar 10 16:47:10 PST 2010","","","39","it's amazing how wonderful a bagel with cream cheese can be.","","positive"
"12T3LAGXFQKS5QU9ETMEBRPR28WNZF","1CZ6RVQ3EA5LP3QL7XX2TJQ217WH9L","Choose the sentiment of a twitter status","Decide whether a twitter status is being positive, negative or neutral about it's subject","category, categorize, sentiment, twitter","$0.01","Wed Mar 10 22:41:46 GMT 2010","3","","300","604800","Wed Mar 17 22:41:46 GMT 2010","61","","1BKNQ08C2O29VX02A6S2ZQC1YEZVBU","A2LWJW1HUBILFO","Approved","Wed Mar 10 23:09:41 GMT 2010","Wed Mar 10 23:09:47 GMT 2010","Wed Mar 17 23:09:47 GMT 2010","Wed Mar 10 16:47:20 PST 2010","","","6","having to butter my bagel because the cream cheese is too far back in the fridge. #fail","","negative"
"12T3LAGXFQKS5QU9ETMEBRPR28WNZF","1CZ6RVQ3EA5LP3QL7XX2TJQ217WH9L","Choose the sentiment of a twitter status","Decide whether a twitter status is being positive, negative or neutral about it's subject","category, categorize, sentiment, twitter","$0.01","Wed Mar 10 22:41:46 GMT 2010","3","","300","604800","Wed Mar 17 22:41:46 GMT 2010","61","","1NU1ODXRTY2NJW88PZPEVLSP8X2CIK","AUI8BVP9IRQQJ","Approved","Wed Mar 10 22:51:45 GMT 2010","Wed Mar 10 22:51:52 GMT 2010","Wed Mar 17 22:51:52 GMT 2010","Wed Mar 10 16:47:24 PST 2010","","","7","having to butter my bagel because the cream cheese is too far back in the fridge. #fail","","negative"
"12T3LAGXFQKS5QU9ETMEBRPR28WNZF","1CZ6RVQ3EA5LP3QL7XX2TJQ217WH9L","Choose the sentiment of a twitter status","Decide whether a twitter status is being positive, negative or neutral about it's subject","category, categorize, sentiment, twitter","$0.01","Wed Mar 10 22:41:46 GMT 2010","3","","300","604800","Wed Mar 17 22:41:46 GMT 2010","61","","1XNP33WAGMWJDCHOU55O5FYQTTU63M","A71PZQ1K4FV20","Approved","Wed Mar 10 22:48:04 GMT 2010","Wed Mar 10 22:48:14 GMT 2010","Wed Mar 17 22:48:14 GMT 2010","Wed Mar 10 16:47:07 PST 2010","","","10","having to butter my bagel because the cream cheese is too far back in the fridge. #fail","","neutral"
"1522JO2836MO3S7MT3QAI04LZJLQX8","1CZ6RVQ3EA5LP3QL7XX2TJQ217WH9L","Choose the sentiment of a twitter status","Decide whether a twitter status is being positive, negative or neutral about it's subject","category, categorize, sentiment, twitter","$0.01","Wed Mar 10 22:41:46 GMT 2010","3","","300","604800","Wed Mar 17 22:41:46 GMT 2010","89","","11Q0L6TXNZAMOIIOHOZJNSTLCV41DI","AVWJPWUEE3U4Q","Approved","Wed Mar 10 23:03:17 GMT 2010","Wed Mar 10 23:03:27 GMT 2010","Wed Mar 17 23:03:27 GMT 2010","Wed Mar 10 16:47:19 PST 2010","","","10","to comendo umas bolachas com cream cheese e geleia de framboesa *yuuumiii*","","positive"
"1522JO2836MO3S7MT3QAI04LZJLQX8","1CZ6RVQ3EA5LP3QL7XX2TJQ217WH9L","Choose the sentiment of a twitter status","Decide whether a twitter status is being positive, negative or neutral about it's subject","category, categorize, sentiment, twitter","$0.01","Wed Mar 10 22:41:46 GMT 2010","3","","300","604800","Wed Mar 17 22:41:46 GMT 2010","89","","1FLYMXDIUS6D9G8IFWO17JONTLMMQE","AUI8BVP9IRQQJ","Approved","Wed Mar 10 22:43:07 GMT 2010","Wed Mar 10 22:43:16 GMT 2010","Wed Mar 17 22:43:16 GMT 2010","Wed Mar 10 16:47:23 PST 2010","","","9","to comendo umas bolachas com cream cheese e geleia de framboesa *yuuumiii*","","positive"
"1522JO2836MO3S7MT3QAI04LZJLQX8","1CZ6RVQ3EA5LP3QL7XX2TJQ217WH9L","Choose the sentiment of a twitter status","Decide whether a twitter status is being positive, negative or neutral about it's subject","category, categorize, sentiment, twitter","$0.01","Wed Mar 10 22:41:46 GMT 2010","3","","300","604800","Wed Mar 17 22:41:46 GMT 2010","89","","1YI1SXRC378BUCHG7RER72TQDTET90","A71PZQ1K4FV20","Approved","Wed Mar 10 22:47:35 GMT 2010","Wed Mar 10 22:47:42 GMT 2010","Wed Mar 17 22:47:42 GMT 2010","Wed Mar 10 16:47:14 PST 2010","","","7","to comendo umas bolachas com cream cheese e geleia de framboesa *yuuumiii*","","positive"
"1EF2QE6GQ1SSSN38JGESEOG01M3CUX","1CZ6RVQ3EA5LP3QL7XX2TJQ217WH9L","Choose the sentiment of a twitter status","Decide whether a twitter status is being positive, negative or neutral about it's subject","category, categorize, sentiment, twitter","$0.01","Wed Mar 10 22:41:47 GMT 2010","3","","300","604800","Wed Mar 17 22:41:47 GMT 2010","17","","1CWSMO0LY3KOGUPKV40Y98TWXP05ML","AUI8BVP9IRQQJ","Approved","Wed Mar 10 22:46:40 GMT 2010","Wed Mar 10 22:46:54 GMT 2010","Wed Mar 17 22:46:54 GMT 2010","Wed Mar 10 16:47:44 PST 2010","","","14","@toddbrink our welcome ;) would you like cream cheese with that?","","positive"
"1EF2QE6GQ1SSSN38JGESEOG01M3CUX","1CZ6RVQ3EA5LP3QL7XX2TJQ217WH9L","Choose the sentiment of a twitter status","Decide whether a twitter status is being positive, negative or neutral about it's subject","category, categorize, sentiment, twitter","$0.01","Wed Mar 10 22:41:47 GMT 2010","3","","300","604800","Wed Mar 17 22:41:47 GMT 2010","17","","1JJJ8FPLEGGLGHQF93FQBEWPYDFAYM","A71PZQ1K4FV20","Approved","Wed Mar 10 22:46:16 GMT 2010","Wed Mar 10 22:46:23 GMT 2010","Wed Mar 17 22:46:23 GMT 2010","Wed Mar 10 16:47:44 PST 2010","","","7","@toddbrink our welcome ;) would you like cream cheese with that?","","neutral"
"1EF2QE6GQ1SSSN38JGESEOG01M3CUX","1CZ6RVQ3EA5LP3QL7XX2TJQ217WH9L","Choose the sentiment of a twitter status","Decide whether a twitter status is being positive, negative or neutral about it's subject","category, categorize, sentiment, twitter","$0.01","Wed Mar 10 22:41:47 GMT 2010","3","","300","604800","Wed Mar 17 22:41:47 GMT 2010","17","","1QCPESCV7RYPMTDFDKMX0D3MUJAY1N","A2LWJW1HUBILFO","Approved","Wed Mar 10 23:14:33 GMT 2010","Wed Mar 10 23:14:38 GMT 2010","Wed Mar 17 23:14:38 GMT 2010","Wed Mar 10 16:47:44 PST 2010","","","5","@toddbrink our welcome ;) would you like cream cheese with that?","","neutral"
"1Y4VH5LYFH35E9NU6M0KWW6189086L","1CZ6RVQ3EA5LP3QL7XX2TJQ217WH9L","Choose the sentiment of a twitter status","Decide whether a twitter status is being positive, negative or neutral about it's subject","category, categorize, sentiment, twitter","$0.01","Wed Mar 10 22:41:47 GMT 2010","3","","300","604800","Wed Mar 17 22:41:47 GMT 2010","56","","10M8YBU3RPGV35OJAZ9M5SM5L710NX","AVWJPWUEE3U4Q","Approved","Wed Mar 10 23:10:37 GMT 2010","Wed Mar 10 23:10:50 GMT 2010","Wed Mar 17 23:10:50 GMT 2010","Wed Mar 10 16:47:44 PST 2010","","","13","any body ever tried bacon wit cream cheese on a roll ? lol them hoes be hittin !!! lol #queensshit don't judge me","","positive"
